category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity,source_file,race_no_num,race_id
Ａ級特一般,F2,,47.0,5,2.0,差し,倉野隆太郎,三　重,7.0,捲り,相川　巧,埼　玉,3.0,,鮒田　博文,三　重,2-7,"3,860円",(11),20240227,2R,松阪,2-7-3,"16,880円",(47),keirin_results_20240223_20240331.csv,2,47_20240227_02
Ａ級特一般,F2,,47.0,5,1.0,差し,山崎　司,福　島,2.0,捲り,齊藤　健人,静　岡,4.0,,阿部　英光,宮　城,1-2,180円,(1),20240227,3R,松阪,1-2-4,260円,(1),keirin_results_20240223_20240331.csv,3,47_20240227_03
Ａ級特選,F2,,47.0,5,2.0,逃げ,佐藤　竜太,愛　知,6.0,捲り,山田　祐太,福　島,4.0,,伊藤　温希,岐　阜,2-6,"4,170円",(14),20240227,4R,松阪,2-6-4,"20,670円",(68),keirin_results_20240223_20240331.csv,4,47_20240227_04
Ａ級特選,F2,,47.0,5,1.0,捲り,下岡　将也,三　重,7.0,差し,中澤　孝之,大　阪,4.0,,篠崎　高志,栃　木,1-7,"1,990円",(5),20240227,5R,松阪,1-7-4,"10,460円",(28),keirin_results_20240223_20240331.csv,5,47_20240227_05
Ｌ級ガールズ決勝,F2,,47.0,5,1.0,差し,柳原　真緒,福　井,2.0,逃げ,久米　詩,静　岡,3.0,,板根　茜弥,東　京,1-2,220円,(1),20240227,6R,松阪,1-2-3,700円,(1),keirin_results_20240223_20240331.csv,6,47_20240227_06
Ａ級決勝,F2,,47.0,5,4.0,逃げ,齋藤　雄行,神奈川,1.0,差し,柿沼　信也,埼　玉,3.0,,土屋　裕二,静　岡,4-1,850円,(5),20240227,7R,松阪,4-1-3,"1,120円",(2),keirin_results_20240223_20240331.csv,7,47_20240227_07
Ａ級チャレンジ予選,F2,,47.0,5,1.0,捲り,児玉虎之介,岐　阜,3.0,逃げ,伊藤　翼,神奈川,2.0,,千澤　大輔,青　森,1-3,460円,(2),20240305,1R,松阪,1-3-2,630円,(2),keirin_results_20240223_20240331.csv,1,47_20240305_01
Ａ級チャレンジ予選,F2,,47.0,5,1.0,逃げ,村上　翔馬,兵　庫,5.0,マーク,陶器　一馬,大　阪,4.0,,吉田　英二,東　京,1-5,660円,(3),20240305,2R,松阪,1-5-4,"1,350円",(5),keirin_results_20240223_20240331.csv,2,47_20240305_02
Ａ級チャレンジ予選,F2,,47.0,5,4.0,差し,三木　翔太,群　馬,1.0,逃げ,尾方　祐仁,岐　阜,7.0,,大崎龍一郎,滋　賀,4-1,"11,600円",(12),20240305,3R,松阪,4-1-7,"144,380円",(77),keirin_results_20240223_20240331.csv,3,47_20240305_03
Ａ級チャレンジ予選,F2,,47.0,5,1.0,逃げ,荒川　達郎,埼　玉,2.0,マーク,福田　拓也,栃　木,4.0,,阿部　利光,宮　城,1-2,130円,(1),20240305,4R,松阪,1-2-4,140円,(1),keirin_results_20240223_20240331.csv,4,47_20240305_04
Ａ級特予選,F2,,47.0,5,5.0,差し,西　徹,石　川,6.0,マーク,大中　拓磨,兵　庫,2.0,,新井僚太郎,山　梨,5-6,"19,860円",(39),20240305,5R,松阪,5-6-2,"123,180円",(191),keirin_results_20240223_20240331.csv,5,47_20240305_05
Ａ級特予選,F2,,47.0,5,2.0,捲り,牛田樹希斗,愛　知,3.0,差し,佐藤　有輝,神奈川,5.0,,高谷進太郎,三　重,2-3,"4,380円",(17),20240305,6R,松阪,2-3-5,"16,240円",(58),keirin_results_20240223_20240331.csv,6,47_20240305_06
Ａ級特予選,F2,,47.0,5,1.0,差し,富永　益生,愛　知,2.0,逃げ,江端　隆司,福　井,4.0,,小佐野文秀,山　梨,1-2,300円,(1),20240305,7R,松阪,1-2-4,"1,010円",(1),keirin_results_20240223_20240331.csv,7,47_20240305_07
Ａ級特予選,F2,,47.0,5,2.0,差し,中川　繁樹,京　都,1.0,マーク,金子　浩貴,京　都,5.0,,黒川　渉,奈　良,2-1,350円,(2),20240305,8R,松阪,2-1-5,"1,190円",(3),keirin_results_20240223_20240331.csv,8,47_20240305_08
Ａ級初日特選,F2,,47.0,5,4.0,差し,荒木　貴大,埼　玉,7.0,差し,巴　直也,神奈川,1.0,,中川　勝貴,福　井,4-7,"3,380円",(15),20240305,9R,松阪,4-7-1,"14,750円",(53),keirin_results_20240223_20240331.csv,9,47_20240305_09
Ａ級チャレンジ一般,F2,,47.0,5,1.0,逃げ,瀧本　匡平,愛　知,3.0,マーク,田島　高志,三　重,2.0,,鈴木　裕斗,宮　城,1-3,530円,(2),20240306,1R,松阪,1-3-2,"1,480円",(2),keirin_results_20240223_20240331.csv,1,47_20240306_01
Ａ級チャレンジ一般,F2,,47.0,5,1.0,逃げ,神尾　敬冬,静　岡,2.0,マーク,藤原　義晴,岩　手,3.0,,西田　潤,富　山,1-2,150円,(1),20240306,2R,松阪,1-2-3,240円,(1),keirin_results_20240223_20240331.csv,2,47_20240306_02
Ａ級チャレンジ準決勝,F2,,47.0,5,1.0,捲り,尾方　祐仁,岐　阜,2.0,逃げ,村上　翔馬,兵　庫,3.0,,伊藤　翼,神奈川,1-2,240円,(1),20240306,3R,松阪,1-2-3,670円,(1),keirin_results_20240223_20240331.csv,3,47_20240306_03
Ａ級チャレンジ準決勝,F2,,47.0,5,1.0,捲り,荒川　達郎,埼　玉,3.0,逃げ,児玉虎之介,岐　阜,6.0,,三木　翔太,群　馬,1-3,460円,(2),20240306,4R,松阪,1-3-6,"2,520円",(8),keirin_results_20240223_20240331.csv,4,47_20240306_04
Ａ級特一般,F2,,47.0,5,3.0,差し,本村　隆文,岐　阜,4.0,マーク,有馬　雄二,奈　良,5.0,,山田　純也,岐　阜,3-4,790円,(3),20240306,5R,松阪,3-4-5,"2,080円",(5),keirin_results_20240223_20240331.csv,5,47_20240306_05
Ａ級特一般,F2,,47.0,5,4.0,捲り,村瀬　大和,岐　阜,2.0,マーク,柳原　司,大　阪,5.0,,石貞　有基,兵　庫,4-2,760円,(4),20240306,6R,松阪,4-2-5,"1,210円",(2),keirin_results_20240223_20240331.csv,6,47_20240306_06
Ａ級準決勝,F2,,47.0,5,1.0,捲り,西浦　仙哉,三　重,6.0,差し,新井僚太郎,山　梨,4.0,,金子　浩貴,京　都,1-6,"5,760円",(21),20240306,7R,松阪,1-6-4,"28,140円",(95),keirin_results_20240223_20240331.csv,7,47_20240306_07
Ａ級準決勝,F2,,47.0,5,2.0,捲り,荒木　貴大,埼　玉,1.0,マーク,佐々木省司,青　森,6.0,,黒川　渉,奈　良,2-1,170円,(1),20240306,8R,松阪,2-1-6,"1,880円",(5),keirin_results_20240223_20240331.csv,8,47_20240306_08
Ａ級準決勝,F2,,47.0,5,1.0,差し,中川　勝貴,福　井,6.0,差し,佐藤　有輝,神奈川,3.0,,山田　和巧,神奈川,1-6,"10,330円",(20),20240306,9R,松阪,1-6-3,"59,030円",(86),keirin_results_20240223_20240331.csv,9,47_20240306_09
Ａ級チャレンジ一般,F2,,47.0,5,1.0,差し,藤原　義晴,岩　手,5.0,差し,井上　将志,大　阪,3.0,,陶器　一馬,大　阪,1-5,"4,700円",(10),20240307,1R,松阪,1-5-3,"26,680円",(50),keirin_results_20240223_20240331.csv,1,47_20240307_01
Ａ級チャレンジ一般,F2,,47.0,5,5.0,逃げ,浦山　一栄,東　京,4.0,差し,阿部　晃,宮　城,6.0,,黒田　充,栃　木,5-4,"3,740円",(16),20240307,2R,松阪,5-4-6,"11,880円",(43),keirin_results_20240223_20240331.csv,2,47_20240307_02
Ａ級チャレンジ選抜,F2,,47.0,5,1.0,逃げ,神尾　敬冬,静　岡,4.0,捲り,瀧本　匡平,愛　知,3.0,,藤田　和彦,神奈川,1-4,"1,180円",(3),20240307,3R,松阪,1-4-3,"5,180円",(11),keirin_results_20240223_20240331.csv,3,47_20240307_03
Ａ級特一般,F2,,47.0,5,1.0,逃げ,樋口　開土,東　京,2.0,マーク,渡邊　政幸,埼　玉,7.0,,煤賀　隆幸,秋　田,1-2,430円,(1),20240307,4R,松阪,1-2-7,"5,790円",(18),keirin_results_20240223_20240331.csv,4,47_20240307_04
Ａ級特一般,F2,,47.0,5,4.0,差し,有馬　雄二,奈　良,1.0,逃げ,江端　隆司,福　井,7.0,,臼井　昌巨,愛　知,4-1,420円,(2),20240307,5R,松阪,4-1-7,"1,870円",(3),keirin_results_20240223_20240331.csv,5,47_20240307_05
Ａ級特選,F2,,47.0,5,1.0,差し,巴　直也,神奈川,2.0,マーク,富永　益生,愛　知,6.0,,村瀬　大和,岐　阜,1-2,650円,(2),20240307,6R,松阪,1-2-6,"2,290円",(8),keirin_results_20240223_20240331.csv,6,47_20240307_06
Ａ級特選,F2,,47.0,5,2.0,差し,松尾　淳,岐　阜,3.0,逃げ,牛田樹希斗,愛　知,5.0,,本村　隆文,岐　阜,2-3,450円,(2),20240307,7R,松阪,2-3-5,790円,(2),keirin_results_20240223_20240331.csv,7,47_20240307_07
Ａ級チャレンジ決勝,F2,,47.0,5,5.0,差し,児玉虎之介,岐　阜,1.0,捲り,荒川　達郎,埼　玉,4.0,,村上　翔馬,兵　庫,5-1,710円,(3),20240307,8R,松阪,5-1-4,"2,390円",(7),keirin_results_20240223_20240331.csv,8,47_20240307_08
Ａ級決勝,F2,,47.0,5,3.0,差し,荒木　貴大,埼　玉,4.0,逃げ,西浦　仙哉,三　重,7.0,,佐藤　有輝,神奈川,3-4,"1,170円",(4),20240307,9R,松阪,3-4-7,"8,760円",(32),keirin_results_20240223_20240331.csv,9,47_20240307_09
Ｌ級ガールズ予選（第１走）,F2,,47.0,5,1.0,捲り,高橋　梨香,埼　玉,2.0,マーク,永禮　美瑠,愛　知,3.0,,梶田　舞,埼　玉,1-2,260円,(1),20240314,1R,松阪,1-2-3,470円,(1),keirin_results_20240223_20240331.csv,1,47_20240314_01
Ｌ級ガールズ予選（第１走）,F2,,47.0,5,2.0,差し,宇野　紅音,岐　阜,1.0,捲り,太田　瑛美,三　重,3.0,,永塚　祐子,神奈川,2-1,"1,200円",(4),20240314,2R,松阪,2-1-3,"2,640円",(9),keirin_results_20240223_20240331.csv,2,47_20240314_02
Ａ級予選,F2,,47.0,5,4.0,捲り,南儀　拓海,富　山,1.0,マーク,福田　真平,愛　知,5.0,,井寺　亮太,長　崎,4-1,600円,(3),20240314,3R,松阪,4-1-5,"3,230円",(7),keirin_results_20240223_20240331.csv,3,47_20240314_03
Ａ級予選,F2,,47.0,5,2.0,差し,中山遼太郎,熊　本,5.0,差し,川上真二郎,新　潟,3.0,,高比良　豪,福　岡,2-5,"11,200円",(17),20240314,4R,松阪,2-5-3,"38,030円",(60),keirin_results_20240223_20240331.csv,4,47_20240314_04
Ａ級予選,F2,,47.0,5,5.0,捲り,松本　卓也,徳　島,1.0,マーク,藤原　悠斗,岡　山,3.0,,栗林　巧,青　森,5-1,660円,(2),20240314,5R,松阪,5-1-3,"2,680円",(10),keirin_results_20240223_20240331.csv,5,47_20240314_05
Ａ級予選,F2,,47.0,5,1.0,逃げ,浅見　隼,福　岡,3.0,差し,戸伏　康夫,岡　山,4.0,,下野　義城,愛　媛,1-3,860円,(3),20240314,6R,松阪,1-3-4,"2,310円",(7),keirin_results_20240223_20240331.csv,6,47_20240314_06
Ａ級予選,F2,,47.0,5,1.0,差し,須藤　誠,千　葉,2.0,逃げ,戸邉　捺希,埼　玉,3.0,,河村　章憲,京　都,1-2,210円,(1),20240314,7R,松阪,1-2-3,"1,050円",(3),keirin_results_20240223_20240331.csv,7,47_20240314_07
Ａ級予選,F2,,47.0,5,1.0,差し,今岡　徹二,広　島,2.0,捲り,橋本　凌汰,岡　山,4.0,,高橋　隆太,静　岡,1-2,140円,(1),20240314,8R,松阪,1-2-4,460円,(2),keirin_results_20240223_20240331.csv,8,47_20240314_08
Ａ級初日特選,F2,,47.0,5,2.0,差し,高橋　昇平,埼　玉,3.0,差し,春日　勇人,千　葉,1.0,,松坂　侑亮,神奈川,2-3,"2,940円",(12),20240314,9R,松阪,2-3-1,"4,900円",(15),keirin_results_20240223_20240331.csv,9,47_20240314_09
Ｌ級ガールズ予選（第２走）,F2,,47.0,5,2.0,差し,永禮　美瑠,愛　知,1.0,捲り,高橋　梨香,埼　玉,3.0,,永塚　祐子,神奈川,2-1,570円,(3),20240315,1R,松阪,2-1-3,"1,250円",(4),keirin_results_20240223_20240331.csv,1,47_20240315_01
Ｌ級ガールズ予選（第２走）,F2,,47.0,5,1.0,捲り,太田　瑛美,三　重,3.0,差し,梶田　舞,埼　玉,2.0,,宇野　紅音,岐　阜,1-3,300円,(2),20240315,2R,松阪,1-3-2,490円,(2),keirin_results_20240223_20240331.csv,2,47_20240315_02
Ａ級一般,F2,,47.0,5,4.0,捲り,武田　良太,愛　媛,5.0,マーク,桜井　雄太,愛　知,1.0,,吉永　和生,広　島,4-5,"15,100円",(27),20240315,3R,松阪,4-5-1,"37,570円",(85),keirin_results_20240223_20240331.csv,3,47_20240315_03
Ａ級一般,F2,,47.0,5,1.0,差し,舛井　幹雄,三　重,4.0,差し,森田　達也,福　島,3.0,,鮒田　博文,三　重,1-4,"1,550円",(4),20240315,4R,松阪,1-4-3,"3,360円",(6),keirin_results_20240223_20240331.csv,4,47_20240315_04
Ａ級選抜,F2,,47.0,5,3.0,差し,井寺　亮太,長　崎,1.0,マーク,八尋　翔平,福　岡,5.0,,関根　崇人,福　島,3-1,720円,(3),20240315,5R,松阪,3-1-5,"3,780円",(9),keirin_results_20240223_20240331.csv,5,47_20240315_05
Ａ級選抜,F2,,47.0,5,2.0,差し,高比良　豪,福　岡,6.0,マーク,下野　義城,愛　媛,1.0,,日当　泰之,青　森,2-6,"2,740円",(12),20240315,6R,松阪,2-6-1,"9,930円",(35),keirin_results_20240223_20240331.csv,6,47_20240315_06
Ａ級準決勝,F2,,47.0,5,5.0,差し,戸伏　康夫,岡　山,1.0,捲り,疋田　力也,愛　知,4.0,,須藤　誠,千　葉,5-1,"10,900円",(29),20240315,7R,松阪,5-1-4,"33,160円",(83),keirin_results_20240223_20240331.csv,7,47_20240315_07
Ａ級準決勝,F2,,47.0,5,2.0,捲り,溝口　葵,三　重,1.0,差し,高橋　昇平,埼　玉,5.0,,戸邉　捺希,埼　玉,2-1,"1,730円",(7),20240315,8R,松阪,2-1-5,"10,750円",(43),keirin_results_20240223_20240331.csv,8,47_20240315_08
Ａ級準決勝,F2,,47.0,5,2.0,差し,春日　勇人,千　葉,1.0,逃げ,松坂　侑亮,神奈川,6.0,,高橋　隆太,静　岡,2-1,550円,(2),20240315,9R,松阪,2-1-6,"1,290円",(4),keirin_results_20240223_20240331.csv,9,47_20240315_09
Ｌ級ガールズ一般,F2,,47.0,5,4.0,差し,神戸暖稀羽,北海道,1.0,マーク,杉浦　菜留,愛　知,2.0,,佐藤　友香,青　森,4-1,"1,080円",(4),20240316,1R,松阪,4-1-2,"3,140円",(9),keirin_results_20240223_20240331.csv,1,47_20240316_01
Ａ級一般,F2,,47.0,5,4.0,逃げ,桜井　雄太,愛　知,1.0,マーク,村上　卓茂,愛　知,3.0,,鮒田　博文,三　重,4-1,810円,(3),20240316,2R,松阪,4-1-3,"1,290円",(4),keirin_results_20240223_20240331.csv,2,47_20240316_02
Ａ級一般,F2,,47.0,5,2.0,差し,川木　敬大,兵　庫,3.0,逃げ,中村　泰輔,和歌山,7.0,,竜門　孝宗,兵　庫,2-3,410円,(1),20240316,3R,松阪,2-3-7,970円,(1),keirin_results_20240223_20240331.csv,3,47_20240316_03
Ａ級一般,F2,,47.0,5,1.0,差し,小川　大地,愛　知,3.0,捲り,山崎　光展,京　都,2.0,,渡辺　聖,神奈川,1-3,370円,(1),20240316,4R,松阪,1-3-2,810円,(1),keirin_results_20240223_20240331.csv,4,47_20240316_04
Ａ級特選,F2,,47.0,5,1.0,差し,名川　豊,福　岡,5.0,逃げ,南儀　拓海,富　山,4.0,,高比良　豪,福　岡,1-5,"5,840円",(20),20240316,5R,松阪,1-5-4,"22,040円",(87),keirin_results_20240223_20240331.csv,5,47_20240316_05
Ａ級特選,F2,,47.0,5,6.0,差し,高橋　隆太,静　岡,5.0,マーク,河村　章憲,京　都,4.0,,戸邉　捺希,埼　玉,6-5,"3,570円",(10),20240316,6R,松阪,6-5-4,"7,580円",(20),keirin_results_20240223_20240331.csv,6,47_20240316_06
Ａ級特選,F2,,47.0,5,2.0,逃げ,橋本　凌汰,岡　山,1.0,マーク,野村　典嗣,愛　媛,7.0,,武田　良太,愛　媛,2-1,680円,(2),20240316,7R,松阪,2-1-7,"1,330円",(2),keirin_results_20240223_20240331.csv,7,47_20240316_07
Ｌ級ガールズ決勝,F2,,47.0,5,1.0,差し,太田　瑛美,三　重,2.0,マーク,高橋　梨香,埼　玉,4.0,,永禮　美瑠,愛　知,1-2,360円,(1),20240316,8R,松阪,1-2-4,740円,(1),keirin_results_20240223_20240331.csv,8,47_20240316_08
Ａ級決勝,F2,,47.0,5,1.0,逃げ,松坂　侑亮,神奈川,6.0,差し,須藤　誠,千　葉,3.0,,春日　勇人,千　葉,1-6,"3,480円",(14),20240316,9R,松阪,1-6-3,"5,140円",(13),keirin_results_20240223_20240331.csv,9,47_20240316_09
Ａ級予選,F1,,47.0,3,3.0,差し,小林　卓人,大　阪,1.0,差し,中村　賢二,愛　知,5.0,,東　鉄也,三　重,3-1,"2,890円",(14),20240319,1R,松阪,3-1-5,"7,690円",(28),keirin_results_20240223_20240331.csv,1,47_20240319_01
Ａ級予選,F1,,47.0,3,2.0,捲り,犬塚　貴之,愛　知,7.0,マーク,水谷　将司,愛　知,5.0,,宮西　翼,石　川,2-7,320円,(2),20240319,2R,松阪,2-7-5,"1,100円",(3),keirin_results_20240223_20240331.csv,2,47_20240319_02
Ａ級予選,F1,,47.0,3,1.0,差し,山口　龍也,長　崎,7.0,捲り,橋本　宇宙,佐　賀,2.0,,薮　謙治,京　都,1-7,290円,(2),20240319,3R,松阪,1-7-2,510円,(3),keirin_results_20240223_20240331.csv,3,47_20240319_03
Ａ級予選,F1,,47.0,3,1.0,差し,谷口　友真,大　阪,4.0,差し,辰己　豊,奈　良,7.0,,近藤　範昌,岡　山,1-4,"5,120円",(7),20240319,4R,松阪,1-4-7,"15,250円",(27),keirin_results_20240223_20240331.csv,4,47_20240319_04
Ａ級初日特選,F1,,47.0,3,1.0,捲り,門田　凌,愛　媛,2.0,差し,山田　裕哉,岐　阜,7.0,,谷田　泰平,岐　阜,1-2,"5,580円",(19),20240319,5R,松阪,1-2-7,"17,700円",(63),keirin_results_20240223_20240331.csv,5,47_20240319_05
Ｓ級予選,F1,,47.0,3,5.0,差し,山口　泰生,岐　阜,1.0,逃げ,高橋　和也,愛　知,4.0,,兼本　将太,熊　本,5-1,"1,220円",(5),20240319,6R,松阪,5-1-4,"5,730円",(21),keirin_results_20240223_20240331.csv,6,47_20240319_06
Ｓ級予選,F1,,47.0,3,5.0,差し,高原　仁志,徳　島,1.0,捲り,瀬戸　栄作,長　崎,2.0,,長谷部龍一,岐　阜,5-1,490円,(2),20240319,7R,松阪,5-1-2,"3,690円",(9),keirin_results_20240223_20240331.csv,7,47_20240319_07
Ｓ級予選,F1,,47.0,3,5.0,差し,稲吉　悠大,福　岡,7.0,マーク,桑原　亮,福　岡,1.0,,立部　楓真,佐　賀,5-7,"2,140円",(7),20240319,8R,松阪,5-7-1,"3,860円",(10),keirin_results_20240223_20240331.csv,8,47_20240319_08
Ｓ級予選,F1,,47.0,3,1.0,差し,久保田泰弘,山　口,3.0,捲り,原口　昌平,福　岡,4.0,,西田　将士,長　崎,1-3,"2,120円",(3),20240319,9R,松阪,1-3-4,"10,790円",(27),keirin_results_20240223_20240331.csv,9,47_20240319_09
Ｓ級予選,F1,,47.0,3,1.0,マーク,松田　治之,大　阪,,,,,2.0,,角　令央奈,福　岡,1-3,"2,630円",(14),20240319,10R,松阪,1-3-2,"26,060円",(84),keirin_results_20240223_20240331.csv,10,47_20240319_10
Ｓ級予選,F1,,47.0,3,6.0,捲り,宗崎　世連,高　知,2.0,マーク,棚橋　勉,岡　山,4.0,,柴崎　淳,三　重,6-2,"8,520円",(16),20240319,11R,松阪,6-2-4,"20,660円",(42),keirin_results_20240223_20240331.csv,11,47_20240319_11
Ｓ級初日特選,F1,,47.0,3,2.0,捲り,石塚輪太郎,和歌山,7.0,マーク,畑段　嵐士,京　都,5.0,,神田　紘輔,大　阪,2-7,"5,720円",(16),20240319,12R,松阪,2-7-5,"12,350円",(36),keirin_results_20240223_20240331.csv,12,47_20240319_12
Ａ級一般,F1,,47.0,3,1.0,逃げ,松本　一志,宮　崎,3.0,差し,林　洋二,岐　阜,4.0,,水木　裕聡,高　知,1-3,"5,290円",(12),20240320,1R,松阪,1-3-4,"53,170円",(78),keirin_results_20240223_20240331.csv,1,47_20240320_01
Ａ級一般,F1,,47.0,3,4.0,差し,下岡　優季,愛　知,1.0,マーク,川口　聖翔,三　重,5.0,,北村　篤,岐　阜,4-1,"1,380円",(5),20240320,2R,松阪,4-1-5,"2,490円",(5),keirin_results_20240223_20240331.csv,2,47_20240320_02
Ａ級準決勝,F1,,47.0,3,4.0,差し,山口　龍也,長　崎,2.0,差し,小川　圭二,徳　島,1.0,,松本　憲斗,熊　本,4-2,"6,330円",(14),20240320,3R,松阪,4-2-1,"10,980円",(32),keirin_results_20240223_20240331.csv,3,47_20240320_03
Ａ級準決勝,F1,,47.0,3,2.0,逃げ,谷口　友真,大　阪,4.0,マーク,小林　卓人,大　阪,7.0,,門田　凌,愛　媛,2-4,"3,750円",(13),20240320,4R,松阪,2-4-7,"13,650円",(42),keirin_results_20240223_20240331.csv,4,47_20240320_04
Ａ級準決勝,F1,,47.0,3,5.0,逃げ,徳田　匠,京　都,4.0,差し,橋本　宇宙,佐　賀,1.0,,辰己　豊,奈　良,5-4,"1,120円",(5),20240320,5R,松阪,5-4-1,"2,560円",(7),keirin_results_20240223_20240331.csv,5,47_20240320_05
Ｓ級一般,F1,,47.0,3,3.0,捲り,村田　祐樹,富　山,1.0,マーク,伊藤　稔真,三　重,2.0,,木村　幸希,広　島,3-1,220円,(1),20240320,6R,松阪,3-1-2,"1,200円",(7),keirin_results_20240223_20240331.csv,6,47_20240320_06
Ｓ級一般,F1,,47.0,3,7.0,差し,村田　瑞季,京　都,3.0,逃げ,上杉　嘉槻,福　井,2.0,,横関　裕樹,岐　阜,7-3,"1,230円",(4),20240320,7R,松阪,7-3-2,"5,220円",(22),keirin_results_20240223_20240331.csv,7,47_20240320_07
Ｓ級選抜,F1,,47.0,3,1.0,捲り,久田　裕也,徳　島,5.0,捲り,角　令央奈,福　岡,3.0,,西田　将士,長　崎,1-5,"1,020円",(3),20240320,8R,松阪,1-5-3,"2,980円",(9),keirin_results_20240223_20240331.csv,8,47_20240320_08
Ｓ級選抜,F1,,47.0,3,3.0,差し,田中　誠,福　岡,5.0,逃げ,立部　楓真,佐　賀,1.0,,水谷　好宏,大　阪,3-5,240円,(1),20240320,9R,松阪,3-5-1,950円,(3),keirin_results_20240223_20240331.csv,9,47_20240320_09
Ｓ級準決勝,F1,,47.0,3,3.0,差し,湊　聖二,徳　島,4.0,捲り,高橋　和也,愛　知,2.0,,瀬戸　栄作,長　崎,3-4,"3,240円",(13),20240320,10R,松阪,3-4-2,"24,280円",(76),keirin_results_20240223_20240331.csv,10,47_20240320_10
Ｓ級準決勝,F1,,47.0,3,4.0,差し,山田　庸平,佐　賀,5.0,捲り,畑段　嵐士,京　都,7.0,,山口　泰生,岐　阜,4-5,430円,(2),20240320,11R,松阪,4-5-7,"2,870円",(9),keirin_results_20240223_20240331.csv,11,47_20240320_11
Ｓ級準決勝,F1,,47.0,3,5.0,差し,久保田泰弘,山　口,4.0,逃げ,石塚輪太郎,和歌山,2.0,,神田　紘輔,大　阪,5-4,"5,800円",(16),20240320,12R,松阪,5-4-2,"12,320円",(27),keirin_results_20240223_20240331.csv,12,47_20240320_12
Ａ級一般,F1,,47.0,3,4.0,差し,阪本　正和,長　崎,1.0,逃げ,下沖　功児,宮　崎,5.0,,原　司,佐　賀,4-1,270円,(1),20240321,1R,松阪,4-1-5,540円,(1),keirin_results_20240223_20240331.csv,1,47_20240321_01
Ａ級一般,F1,,47.0,3,4.0,差し,川口　聖翔,三　重,1.0,逃げ,東　鉄也,三　重,2.0,,石田　洋秀,広　島,4-1,280円,(1),20240321,2R,松阪,4-1-2,660円,(1),keirin_results_20240223_20240331.csv,2,47_20240321_02
Ａ級特選,F1,,47.0,3,2.0,逃げ,青木　瑞樹,岡　山,4.0,マーク,近藤　範昌,岡　山,7.0,,松本　一志,宮　崎,2-4,330円,(1),20240321,3R,松阪,2-4-7,"2,700円",(8),keirin_results_20240223_20240331.csv,3,47_20240321_03
Ａ級特選,F1,,47.0,3,4.0,捲り,松本　憲斗,熊　本,3.0,マーク,谷田　泰平,岐　阜,1.0,,水谷　将司,愛　知,4-3,190円,(1),20240321,4R,松阪,4-3-1,430円,(1),keirin_results_20240223_20240331.csv,4,47_20240321_04
Ｓ級一般,F1,,47.0,3,1.0,差し,三宅　裕武,三　重,7.0,差し,水谷　好宏,大　阪,5.0,,長谷部龍一,岐　阜,1-7,"2,080円",(9),20240321,5R,松阪,1-7-5,"5,190円",(20),keirin_results_20240223_20240331.csv,5,47_20240321_05
Ｓ級一般,F1,,47.0,3,2.0,捲り,伊藤　稔真,三　重,1.0,差し,伊代野貴照,奈　良,4.0,,森安　崇之,香　川,2-1,"1,850円",(5),20240321,6R,松阪,2-1-4,"5,780円",(14),keirin_results_20240223_20240331.csv,6,47_20240321_06
Ｓ級一般,F1,,47.0,3,7.0,差し,高間　悠平,福　井,2.0,逃げ,高田　修汰,福　井,1.0,,佐竹　和也,徳　島,7-2,830円,(4),20240321,7R,松阪,7-2-1,"1,440円",(3),keirin_results_20240223_20240331.csv,7,47_20240321_07
Ｓ級特選,F1,,47.0,3,7.0,捲り,久田　裕也,徳　島,3.0,マーク,吉本　卓仁,福　岡,2.0,,松田　治之,大　阪,7-3,830円,(4),20240321,8R,松阪,7-3-2,"7,770円",(27),keirin_results_20240223_20240331.csv,8,47_20240321_08
Ｓ級特選,F1,,47.0,3,4.0,差し,柴崎　淳,三　重,1.0,マーク,山口　泰生,岐　阜,2.0,,棚橋　勉,岡　山,4-1,320円,(2),20240321,9R,松阪,4-1-2,"4,290円",(9),keirin_results_20240223_20240331.csv,9,47_20240321_09
Ｓ級特選,F1,,47.0,3,4.0,差し,田中　誠,福　岡,1.0,捲り,原口　昌平,福　岡,6.0,,桑原　亮,福　岡,4-1,460円,(1),20240321,10R,松阪,4-1-6,"2,380円",(4),keirin_results_20240223_20240331.csv,10,47_20240321_10
Ａ級決勝,F1,,47.0,3,1.0,捲り,徳田　匠,京　都,2.0,マーク,橋本　宇宙,佐　賀,7.0,,山口　龍也,長　崎,1-2,"1,280円",(5),20240321,11R,松阪,1-2-7,"2,760円",(7),keirin_results_20240223_20240331.csv,11,47_20240321_11
Ｓ級決勝,F1,,47.0,3,1.0,逃げ,山田　庸平,佐　賀,5.0,マーク,湊　聖二,徳　島,7.0,,石塚輪太郎,和歌山,1-5,370円,(1),20240321,12R,松阪,1-5-7,"4,320円",(13),keirin_results_20240223_20240331.csv,12,47_20240321_12
Ａ級チャレンジ予選,F2,,47.0,8,3.0,捲り,伊藤　之人,東　京,2.0,差し,樫村　伸平,兵　庫,4.0,,白崎　芳典,福　井,3-2,"12,670円",(24),20240329,1R,松阪,3-2-4,"76,310円",(92),keirin_results_20240223_20240331.csv,1,47_20240329_01
